,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,total_income,adjusted_spending,overspending,savings_rate,financial_stress
814,23,Non-binary,Freshman,Biology,2586.4,3233.0,4526,880,111,167,171,90,78,205,113,125,Cash,6466,5819.4,5819.4,646.6000000000004,0.0,True
815,20,Female,Junior,Psychology,2301.2000000000003,2876.5,4097,780,226,120,86,56,23,75,147,143,Mobile Payment App,5753,5177.700000000001,5177.700000000001,575.2999999999993,0.0,True
816,19,Male,Sophomore,Economics,1884.8000000000002,2356.0,3186,552,258,123,127,61,21,127,71,186,Credit/Debit Card,4712,4240.8,4240.8,471.1999999999998,0.0,True
817,18,Female,Freshman,Economics,2166.8,2708.5,3901,724,128,122,56,39,53,152,108,134,Mobile Payment App,5417,4875.3,4875.3,541.6999999999998,0.0,True
818,18,Non-binary,Senior,Computer Science,2643.2000000000003,3304.0,4983,502,196,153,63,131,80,274,140,86,Credit/Debit Card,6608,5947.200000000001,5947.200000000001,660.7999999999993,0.0,True
819,20,Female,Freshman,Psychology,2698.8,3373.5,4709,864,267,181,165,149,62,64,92,194,Mobile Payment App,6747,6072.3,6072.3,674.6999999999998,0.0,True
820,24,Non-binary,Sophomore,Biology,2083.6,2604.5,3664,519,137,127,286,115,29,84,121,127,Cash,5209,4688.1,4688.1,520.8999999999996,0.0,True
821,24,Male,Senior,Engineering,2727.2000000000003,3409.0,4968,682,336,89,135,76,66,289,82,95,Mobile Payment App,6818,6136.200000000001,6136.200000000001,681.7999999999993,0.0,True
822,22,Non-binary,Junior,Biology,2696.8,3371.0,5135,924,148,56,61,33,70,156,126,33,Credit/Debit Card,6742,6067.8,6067.8,674.1999999999998,0.0,True
823,19,Male,Junior,Psychology,2057.6,2572.0,3431,636,136,177,131,112,28,249,116,128,Mobile Payment App,5144,4629.6,4629.6,514.3999999999996,0.0,True
824,22,Female,Junior,Computer Science,2723.2000000000003,3404.0,5529,437,230,85,57,49,27,151,44,199,Credit/Debit Card,6808,6127.200000000001,6127.200000000001,680.7999999999993,0.0,True
825,20,Non-binary,Sophomore,Psychology,2424.0,3030.0,4349,450,398,107,215,51,52,89,191,158,Mobile Payment App,6060,5454.0,5454.0,606.0,0.0,True
826,25,Non-binary,Junior,Economics,2566.0,3207.5,4532,798,328,112,159,69,24,275,31,87,Cash,6415,5773.5,5773.5,641.5,0.0,True
827,22,Female,Senior,Biology,4326.599999999999,4326.599999999999,5276,782,281,52,67,69,77,270,141,196,Mobile Payment App,7211,8653.199999999999,7211.0,0.0,0.16666666666666657,False
828,21,Male,Sophomore,Biology,2149.2000000000003,2686.5,3636,478,342,58,136,65,75,277,170,136,Credit/Debit Card,5373,4835.700000000001,4835.700000000001,537.2999999999993,0.0,True
829,19,Female,Junior,Biology,2186.0,2732.5,3509,987,281,77,170,27,87,151,108,68,Mobile Payment App,5465,4918.5,4918.5,546.5,0.0,True
830,21,Non-binary,Junior,Computer Science,3069.2000000000003,3836.5,5657,707,302,195,207,141,91,126,180,67,Credit/Debit Card,7673,6905.700000000001,6905.700000000001,767.2999999999993,0.0,True
831,25,Non-binary,Senior,Biology,2771.6000000000004,3464.5,4743,899,285,99,193,106,76,270,200,58,Credit/Debit Card,6929,6236.1,6236.1,692.8999999999996,0.0,True
832,25,Male,Senior,Biology,4643.4,4643.4,5607,759,365,137,247,97,56,162,136,173,Credit/Debit Card,7739,9286.8,7739.0,0.0,0.1666666666666666,False
833,18,Female,Freshman,Biology,2691.2000000000003,3364.0,5204,401,293,75,268,24,36,105,197,125,Mobile Payment App,6728,6055.200000000001,6055.200000000001,672.7999999999993,0.0,True
834,18,Female,Freshman,Economics,3304.2,3304.2,3900,401,283,190,183,60,78,153,64,195,Credit/Debit Card,5507,6608.4,5507.0,0.0,0.16666666666666663,False
835,22,Male,Junior,Economics,2506.0,3132.5,4429,834,166,130,174,86,46,222,33,145,Mobile Payment App,6265,5638.5,5638.5,626.5,0.0,True
836,20,Non-binary,Sophomore,Biology,2865.2000000000003,3581.5,5325,586,400,62,120,54,30,294,125,167,Mobile Payment App,7163,6446.700000000001,6446.700000000001,716.2999999999993,0.0,True
837,21,Non-binary,Sophomore,Engineering,2643.6000000000004,3304.5,4940,783,157,97,129,122,20,71,175,115,Mobile Payment App,6609,5948.1,5948.1,660.8999999999996,0.0,True
838,19,Male,Senior,Engineering,3758.3999999999996,3758.3999999999996,4386,833,159,84,184,63,80,223,73,179,Mobile Payment App,6264,7516.799999999999,6264.0,0.0,0.16666666666666657,False
839,22,Female,Senior,Computer Science,3012.8,3766.0,5671,866,101,155,274,131,81,183,49,21,Mobile Payment App,7532,6778.8,6778.8,753.1999999999998,0.0,True
840,24,Male,Sophomore,Economics,2825.2000000000003,3531.5,5325,637,139,83,217,55,48,293,195,71,Cash,7063,6356.700000000001,6356.700000000001,706.2999999999993,0.0,True
841,24,Non-binary,Freshman,Biology,2366.4,2958.0,4212,864,140,83,97,85,89,90,115,141,Credit/Debit Card,5916,5324.4,5324.4,591.6000000000004,0.0,True
842,22,Non-binary,Junior,Psychology,2103.2000000000003,2629.0,3124,886,381,193,120,64,68,153,151,118,Mobile Payment App,5258,4732.200000000001,4732.200000000001,525.7999999999993,0.0,True
843,25,Male,Senior,Economics,2960.0,3700.0,5452,910,220,71,109,75,91,244,105,123,Credit/Debit Card,7400,6660.0,6660.0,740.0,0.0,True
844,19,Female,Senior,Biology,3151.6000000000004,3939.5,5925,614,304,163,240,127,83,108,163,152,Credit/Debit Card,7879,7091.1,7091.1,787.8999999999996,0.0,True
845,19,Male,Senior,Biology,2553.6000000000004,3192.0,4576,519,383,110,255,36,31,225,126,123,Credit/Debit Card,6384,5745.6,5745.6,638.3999999999996,0.0,True
846,21,Non-binary,Freshman,Biology,2320.0,2900.0,3434,987,297,160,189,150,26,286,185,86,Cash,5800,5220.0,5220.0,580.0,0.0,True
847,23,Female,Junior,Biology,2506.0,3132.5,4833,415,100,160,262,98,32,99,117,149,Credit/Debit Card,6265,5638.5,5638.5,626.5,0.0,True
848,23,Non-binary,Junior,Biology,2612.8,3266.0,4663,950,173,167,101,108,29,54,159,128,Mobile Payment App,6532,5878.8,5878.8,653.1999999999998,0.0,True
849,19,Female,Junior,Engineering,2662.4,3328.0,4305,982,296,73,252,149,79,206,152,162,Cash,6656,5990.4,5990.4,665.6000000000004,0.0,True
850,23,Non-binary,Junior,Economics,2413.2000000000003,3016.5,4230,607,190,52,250,140,63,190,125,186,Credit/Debit Card,6033,5429.700000000001,5429.700000000001,603.2999999999993,0.0,True
851,18,Female,Sophomore,Economics,2338.8,2923.5,3719,821,189,173,295,60,38,258,107,187,Mobile Payment App,5847,5262.3,5262.3,584.6999999999998,0.0,True
852,25,Non-binary,Sophomore,Computer Science,2947.6000000000004,3684.5,5743,678,206,54,82,49,85,256,187,29,Credit/Debit Card,7369,6632.1,6632.1,736.8999999999996,0.0,True
853,21,Male,Senior,Biology,2478.8,3098.5,4414,731,298,123,273,22,20,147,41,128,Cash,6197,5577.3,5577.3,619.6999999999998,0.0,True
854,24,Female,Sophomore,Computer Science,3042.8,3803.5,5913,480,120,107,300,34,46,219,193,195,Mobile Payment App,7607,6846.3,6846.3,760.6999999999998,0.0,True
855,24,Female,Junior,Computer Science,2167.6,2709.5,3335,845,363,190,212,69,37,103,186,79,Cash,5419,4877.1,4877.1,541.8999999999996,0.0,True
856,21,Male,Senior,Engineering,2466.8,3083.5,4084,758,330,179,136,149,63,242,190,36,Mobile Payment App,6167,5550.3,5550.3,616.6999999999998,0.0,True
857,19,Male,Sophomore,Psychology,3002.0,3752.5,5509,741,335,78,170,69,68,296,73,166,Mobile Payment App,7505,6754.5,6754.5,750.5,0.0,True
858,19,Non-binary,Senior,Computer Science,2149.6,2687.0,3380,970,183,178,139,29,63,193,64,175,Mobile Payment App,5374,4836.6,4836.6,537.3999999999996,0.0,True
859,18,Male,Sophomore,Economics,2980.4,3725.5,5429,730,375,118,195,96,27,280,65,136,Mobile Payment App,7451,6705.9,6705.9,745.1000000000004,0.0,True
860,19,Male,Freshman,Engineering,2873.2000000000003,3591.5,5253,671,161,128,273,40,89,233,163,172,Cash,7183,6464.700000000001,6464.700000000001,718.2999999999993,0.0,True
861,18,Male,Freshman,Computer Science,2283.2000000000003,2854.0,3829,982,191,65,86,107,80,97,137,134,Cash,5708,5137.200000000001,5137.200000000001,570.7999999999993,0.0,True
862,22,Female,Freshman,Engineering,2098.8,2623.5,3548,689,105,145,165,133,71,110,183,98,Cash,5247,4722.3,4722.3,524.6999999999998,0.0,True
863,23,Male,Senior,Engineering,3306.4,4133.0,5976,836,386,194,266,29,99,213,109,158,Cash,8266,7439.4,7439.4,826.6000000000004,0.0,True
864,25,Non-binary,Senior,Biology,2853.2000000000003,3566.5,4956,923,326,150,199,49,88,246,118,78,Cash,7133,6419.700000000001,6419.700000000001,713.2999999999993,0.0,True
865,24,Non-binary,Freshman,Engineering,2034.4,2543.0,3305,520,353,89,279,20,68,173,151,128,Mobile Payment App,5086,4577.4,4577.4,508.60000000000036,0.0,True
866,22,Male,Freshman,Psychology,2468.4,3085.5,4425,559,304,160,79,95,99,191,70,189,Mobile Payment App,6171,5553.9,5553.9,617.1000000000004,0.0,True
867,24,Female,Sophomore,Computer Science,2859.2000000000003,3574.0,5594,793,130,51,153,77,47,89,151,63,Mobile Payment App,7148,6433.200000000001,6433.200000000001,714.7999999999993,0.0,True
868,21,Female,Freshman,Economics,2464.4,3080.5,4484,439,312,157,118,56,43,235,188,129,Cash,6161,5544.9,5544.9,616.1000000000004,0.0,True
869,19,Male,Sophomore,Engineering,2489.2000000000003,3111.5,4718,643,132,186,83,31,68,85,181,96,Cash,6223,5600.700000000001,5600.700000000001,622.2999999999993,0.0,True
870,21,Non-binary,Freshman,Psychology,3044.0,3805.0,5639,973,303,197,117,37,64,101,37,142,Mobile Payment App,7610,6849.0,6849.0,761.0,0.0,True
871,25,Male,Senior,Economics,2454.8,3068.5,4433,806,166,121,75,148,69,120,128,71,Credit/Debit Card,6137,5523.3,5523.3,613.6999999999998,0.0,True
872,24,Male,Sophomore,Psychology,2516.4,3145.5,4678,640,212,140,200,22,69,98,162,70,Credit/Debit Card,6291,5661.9,5661.9,629.1000000000004,0.0,True
873,25,Male,Junior,Economics,2527.2000000000003,3159.0,4599,737,291,88,70,70,34,170,195,64,Cash,6318,5686.200000000001,5686.200000000001,631.7999999999993,0.0,True
874,20,Female,Junior,Biology,2188.8,2736.0,3509,826,234,131,262,142,30,157,141,40,Cash,5472,4924.8,4924.8,547.1999999999998,0.0,True
875,21,Female,Sophomore,Engineering,3056.8,3821.0,5681,844,235,99,167,115,53,127,131,190,Mobile Payment App,7642,6877.8,6877.8,764.1999999999998,0.0,True
876,18,Male,Freshman,Biology,2669.2000000000003,3336.5,5257,612,149,142,72,58,36,230,73,44,Mobile Payment App,6673,6005.700000000001,6005.700000000001,667.2999999999993,0.0,True
877,21,Female,Sophomore,Engineering,2360.0,2950.0,3930,801,128,157,242,135,36,226,193,52,Mobile Payment App,5900,5310.0,5310.0,590.0,0.0,True
878,19,Male,Senior,Psychology,4677.599999999999,4677.599999999999,5857,980,228,126,82,39,72,144,78,190,Cash,7796,9355.199999999999,7796.0,0.0,0.16666666666666657,False
879,25,Male,Sophomore,Engineering,2976.4,3720.5,5473,575,338,54,264,39,60,262,180,196,Cash,7441,6696.9,6696.9,744.1000000000004,0.0,True
880,25,Male,Senior,Economics,2655.2000000000003,3319.0,4320,894,393,176,280,73,21,241,44,196,Credit/Debit Card,6638,5974.200000000001,5974.200000000001,663.7999999999993,0.0,True
881,19,Male,Freshman,Engineering,3225.2000000000003,4031.5,5861,835,387,181,250,93,91,113,81,171,Cash,8063,7256.700000000001,7256.700000000001,806.2999999999993,0.0,True
882,24,Female,Senior,Psychology,2338.8,2923.5,4234,761,120,75,92,104,28,216,101,116,Credit/Debit Card,5847,5262.3,5262.3,584.6999999999998,0.0,True
883,18,Non-binary,Sophomore,Psychology,1969.6000000000001,2462.0,3275,586,327,65,176,32,40,205,160,58,Credit/Debit Card,4924,4431.6,4431.6,492.39999999999964,0.0,True
884,24,Non-binary,Sophomore,Psychology,2766.8,3458.5,4913,892,149,115,159,133,90,227,92,147,Cash,6917,6225.3,6225.3,691.6999999999998,0.0,True
885,25,Male,Sophomore,Biology,2993.6000000000004,3742.0,5618,696,354,105,102,26,95,300,110,78,Cash,7484,6735.6,6735.6,748.3999999999996,0.0,True
886,24,Female,Junior,Economics,2737.2000000000003,3421.5,5187,467,237,183,192,114,79,248,95,41,Credit/Debit Card,6843,6158.700000000001,6158.700000000001,684.2999999999993,0.0,True
887,24,Female,Sophomore,Psychology,2387.2000000000003,2984.0,4420,642,241,146,183,30,76,130,79,21,Cash,5968,5371.200000000001,5371.200000000001,596.7999999999993,0.0,True
888,25,Male,Freshman,Biology,2213.2000000000003,2766.5,3197,926,397,121,150,122,69,258,173,120,Mobile Payment App,5533,4979.700000000001,4979.700000000001,553.2999999999993,0.0,True
889,22,Male,Sophomore,Biology,2696.8,3371.0,4995,678,220,93,84,144,49,200,189,90,Mobile Payment App,6742,6067.8,6067.8,674.1999999999998,0.0,True
890,24,Male,Freshman,Psychology,2606.8,3258.5,4547,778,330,51,129,24,75,238,192,153,Cash,6517,5865.3,5865.3,651.6999999999998,0.0,True
891,21,Non-binary,Sophomore,Economics,2304.4,2880.5,4305,444,142,139,280,34,56,176,38,147,Mobile Payment App,5761,5184.9,5184.9,576.1000000000004,0.0,True
892,25,Non-binary,Junior,Biology,2360.0,2950.0,4423,592,126,149,134,74,48,109,114,131,Cash,5900,5310.0,5310.0,590.0,0.0,True
893,21,Male,Junior,Biology,2193.2000000000003,2741.5,3758,741,137,172,50,147,96,134,192,56,Mobile Payment App,5483,4934.700000000001,4934.700000000001,548.2999999999993,0.0,True
894,21,Non-binary,Freshman,Psychology,2258.4,2823.0,4206,530,245,126,69,147,52,64,183,24,Credit/Debit Card,5646,5081.4,5081.4,564.6000000000004,0.0,True
895,18,Male,Junior,Psychology,3074.8,3843.5,5848,720,238,191,265,39,58,104,142,82,Mobile Payment App,7687,6918.3,6918.3,768.6999999999998,0.0,True
896,18,Male,Junior,Economics,3011.2000000000003,3764.0,5909,807,168,161,181,48,26,124,46,58,Cash,7528,6775.200000000001,6775.200000000001,752.7999999999993,0.0,True
897,25,Male,Junior,Biology,2718.0,3397.5,4909,799,149,163,151,138,30,298,115,43,Cash,6795,6115.5,6115.5,679.5,0.0,True
898,24,Non-binary,Freshman,Psychology,2558.4,3198.0,4645,913,209,101,77,85,97,78,80,111,Cash,6396,5756.4,5756.4,639.6000000000004,0.0,True
899,23,Non-binary,Junior,Biology,2312.8,2891.0,3952,769,131,134,283,65,91,127,151,79,Credit/Debit Card,5782,5203.8,5203.8,578.1999999999998,0.0,True
900,18,Male,Sophomore,Engineering,2142.4,2678.0,3626,842,221,139,87,136,68,54,129,54,Mobile Payment App,5356,4820.4,4820.4,535.6000000000004,0.0,True
901,22,Male,Senior,Engineering,2729.6000000000004,3412.0,4496,718,373,144,254,139,82,286,134,198,Credit/Debit Card,6824,6141.6,6141.6,682.3999999999996,0.0,True
902,21,Non-binary,Junior,Economics,2831.2000000000003,3539.0,5292,637,175,196,193,52,90,217,48,178,Cash,7078,6370.200000000001,6370.200000000001,707.7999999999993,0.0,True
903,25,Male,Freshman,Computer Science,2316.0,2895.0,3987,540,194,125,193,143,78,268,63,199,Credit/Debit Card,5790,5211.0,5211.0,579.0,0.0,True
904,19,Non-binary,Sophomore,Psychology,3007.2000000000003,3759.0,5745,452,399,170,71,145,37,231,114,154,Mobile Payment App,7518,6766.200000000001,6766.200000000001,751.7999999999993,0.0,True
905,20,Male,Sophomore,Computer Science,3039.2000000000003,3799.0,5745,808,225,73,251,22,95,123,78,178,Mobile Payment App,7598,6838.200000000001,6838.200000000001,759.7999999999993,0.0,True
906,22,Female,Senior,Economics,3886.2,3886.2,4840,777,195,87,51,71,48,162,188,58,Mobile Payment App,6477,7772.4,6477.0,0.0,0.16666666666666663,False
907,18,Male,Freshman,Psychology,2098.4,2623.0,3373,673,327,62,164,133,26,229,107,152,Cash,5246,4721.4,4721.4,524.6000000000004,0.0,True
908,20,Male,Senior,Economics,2091.6,2614.5,3823,525,135,142,131,34,27,90,200,122,Cash,5229,4706.1,4706.1,522.8999999999996,0.0,True
909,24,Female,Sophomore,Biology,2077.6,2597.0,4038,406,235,113,98,113,50,71,37,33,Credit/Debit Card,5194,4674.6,4674.6,519.3999999999996,0.0,True
910,21,Female,Freshman,Computer Science,3884.3999999999996,3884.3999999999996,4883,806,100,99,87,46,38,155,169,91,Mobile Payment App,6474,7768.799999999999,6474.0,0.0,0.1666666666666666,False
911,23,Female,Senior,Engineering,2928.0,3660.0,5347,558,381,116,271,67,44,228,124,184,Credit/Debit Card,7320,6588.0,6588.0,732.0,0.0,True
912,20,Female,Junior,Economics,2324.0,2905.0,3674,967,303,94,286,61,61,121,181,62,Mobile Payment App,5810,5229.0,5229.0,581.0,0.0,True
913,21,Non-binary,Senior,Biology,2062.4,2578.0,3425,605,381,53,171,129,24,165,136,67,Credit/Debit Card,5156,4640.4,4640.4,515.6000000000004,0.0,True
914,25,Female,Sophomore,Psychology,2654.4,3318.0,4772,794,204,129,160,139,37,228,106,67,Mobile Payment App,6636,5972.4,5972.4,663.6000000000004,0.0,True
915,25,Female,Senior,Engineering,2617.6000000000004,3272.0,4996,750,181,107,156,79,27,122,39,87,Cash,6544,5889.6,5889.6,654.3999999999996,0.0,True
916,21,Male,Senior,Engineering,2242.8,2803.5,4014,458,400,90,217,134,50,142,60,42,Mobile Payment App,5607,5046.3,5046.3,560.6999999999998,0.0,True
917,20,Non-binary,Sophomore,Economics,1984.4,2480.5,3253,539,207,182,241,71,41,254,125,48,Credit/Debit Card,4961,4464.9,4464.9,496.10000000000036,0.0,True
918,23,Non-binary,Freshman,Economics,2515.6000000000004,3144.5,4350,871,166,120,275,87,77,237,85,21,Credit/Debit Card,6289,5660.1,5660.1,628.8999999999996,0.0,True
919,23,Male,Junior,Economics,3104.8,3881.0,5892,667,161,197,255,53,96,168,105,168,Cash,7762,6985.8,6985.8,776.1999999999998,0.0,True
920,21,Male,Freshman,Psychology,3070.0,3837.5,5478,815,336,136,154,145,81,236,108,186,Credit/Debit Card,7675,6907.5,6907.5,767.5,0.0,True
921,19,Female,Sophomore,Economics,3072.4,3840.5,5947,622,309,99,151,94,36,83,199,141,Mobile Payment App,7681,6912.9,6912.9,768.1000000000004,0.0,True
922,18,Male,Senior,Computer Science,2462.8,3078.5,4843,500,112,99,119,67,70,141,97,109,Credit/Debit Card,6157,5541.3,5541.3,615.6999999999998,0.0,True
923,25,Male,Sophomore,Economics,2719.6000000000004,3399.5,5246,475,258,162,87,67,68,232,72,132,Mobile Payment App,6799,6119.1,6119.1,679.8999999999996,0.0,True
924,20,Female,Senior,Economics,2484.4,3105.5,4490,476,270,152,169,129,100,75,193,157,Credit/Debit Card,6211,5589.9,5589.9,621.1000000000004,0.0,True
925,24,Female,Freshman,Biology,3015.6,3015.6,3301,493,252,98,246,36,70,282,134,114,Mobile Payment App,5026,6031.2,5026.0,0.0,0.16666666666666663,False
926,23,Female,Junior,Engineering,3546.6,3546.6,4261,697,269,108,105,145,43,100,39,144,Cash,5911,7093.2,5911.0,0.0,0.16666666666666666,False
927,23,Non-binary,Sophomore,Economics,2604.4,3255.5,4809,686,173,132,229,115,40,207,63,57,Credit/Debit Card,6511,5859.9,5859.9,651.1000000000004,0.0,True
928,19,Non-binary,Junior,Computer Science,1909.6000000000001,2387.0,3106,563,333,142,129,111,47,96,94,153,Cash,4774,4296.6,4296.6,477.39999999999964,0.0,True
929,23,Non-binary,Junior,Economics,2368.4,2960.5,3808,876,391,94,298,34,34,192,87,107,Mobile Payment App,5921,5328.9,5328.9,592.1000000000004,0.0,True
930,23,Female,Senior,Economics,3167.6000000000004,3959.5,5507,932,370,141,233,91,61,258,139,187,Mobile Payment App,7919,7127.1,7127.1,791.8999999999996,0.0,True
931,22,Male,Senior,Economics,2698.0,3372.5,4766,929,366,133,70,93,90,74,118,106,Credit/Debit Card,6745,6070.5,6070.5,674.5,0.0,True
932,22,Female,Senior,Computer Science,2248.8,2811.0,3971,572,111,79,291,24,71,244,61,198,Mobile Payment App,5622,5059.8,5059.8,562.1999999999998,0.0,True
933,25,Non-binary,Freshman,Engineering,2562.0,3202.5,4585,621,285,101,270,115,55,211,55,107,Cash,6405,5764.5,5764.5,640.5,0.0,True
934,19,Non-binary,Junior,Computer Science,2332.8,2916.0,4102,520,371,196,106,75,56,239,45,122,Cash,5832,5248.8,5248.8,583.1999999999998,0.0,True
935,24,Non-binary,Senior,Computer Science,2623.6000000000004,3279.5,4890,837,245,93,134,78,81,54,107,40,Cash,6559,5903.1,5903.1,655.8999999999996,0.0,True
936,20,Non-binary,Sophomore,Biology,2847.6000000000004,3559.5,5807,419,243,149,89,72,52,71,74,143,Mobile Payment App,7119,6407.1,6407.1,711.8999999999996,0.0,True
937,18,Female,Freshman,Biology,3760.2,3760.2,4342,620,359,195,212,63,94,193,141,48,Credit/Debit Card,6267,7520.4,6267.0,0.0,0.16666666666666663,False
938,24,Female,Sophomore,Engineering,2948.8,3686.0,5189,936,161,115,284,61,100,234,129,163,Mobile Payment App,7372,6634.8,6634.8,737.1999999999998,0.0,True
939,18,Non-binary,Junior,Psychology,2126.4,2658.0,3353,613,218,159,271,92,67,235,122,186,Credit/Debit Card,5316,4784.4,4784.4,531.6000000000004,0.0,True
940,21,Female,Senior,Engineering,2810.4,3513.0,5238,710,195,133,98,54,66,294,41,197,Credit/Debit Card,7026,6323.4,6323.4,702.6000000000004,0.0,True
941,19,Female,Freshman,Economics,2986.4,3733.0,5664,558,398,171,183,71,52,148,83,138,Credit/Debit Card,7466,6719.4,6719.4,746.6000000000004,0.0,True
942,22,Non-binary,Senior,Psychology,3028.4,3785.5,5623,665,278,183,236,110,22,238,194,22,Credit/Debit Card,7571,6813.9,6813.9,757.1000000000004,0.0,True
943,22,Female,Sophomore,Computer Science,2187.2000000000003,2734.0,3510,857,112,158,269,40,78,267,31,146,Cash,5468,4921.200000000001,4921.200000000001,546.7999999999993,0.0,True
944,24,Male,Sophomore,Computer Science,3176.0,3970.0,5923,954,265,181,81,59,71,216,157,33,Mobile Payment App,7940,7146.0,7146.0,794.0,0.0,True
945,24,Female,Freshman,Engineering,2504.0,3130.0,4477,653,111,182,112,92,84,241,112,196,Mobile Payment App,6260,5634.0,5634.0,626.0,0.0,True
946,24,Non-binary,Sophomore,Economics,2667.6000000000004,3334.5,4819,768,240,158,109,111,33,236,137,58,Credit/Debit Card,6669,6002.1,6002.1,666.8999999999996,0.0,True
947,20,Female,Junior,Computer Science,2886.8,3608.5,5667,447,304,194,95,71,49,193,94,103,Mobile Payment App,7217,6495.3,6495.3,721.6999999999998,0.0,True
948,19,Female,Sophomore,Computer Science,3310.7999999999997,3310.7999999999997,3851,487,255,95,287,31,46,299,93,74,Cash,5518,6621.599999999999,5518.0,0.0,0.1666666666666666,False
949,18,Non-binary,Senior,Biology,2462.0,3077.5,4690,502,222,161,98,80,73,56,188,85,Credit/Debit Card,6155,5539.5,5539.5,615.5,0.0,True
950,22,Female,Sophomore,Psychology,2811.6000000000004,3514.5,5378,596,278,179,223,47,87,135,55,51,Mobile Payment App,7029,6326.1,6326.1,702.8999999999996,0.0,True
951,25,Male,Freshman,Economics,2458.0,3072.5,4974,534,101,76,62,65,27,120,160,26,Credit/Debit Card,6145,5530.5,5530.5,614.5,0.0,True
952,21,Non-binary,Freshman,Economics,2744.0,3430.0,5045,496,336,84,236,115,34,220,169,125,Cash,6860,6174.0,6174.0,686.0,0.0,True
953,21,Male,Sophomore,Computer Science,2322.0,2902.5,4138,793,271,182,52,55,99,79,45,91,Credit/Debit Card,5805,5224.5,5224.5,580.5,0.0,True
954,25,Male,Freshman,Engineering,2095.2000000000003,2619.0,3446,653,347,88,276,73,95,73,152,35,Cash,5238,4714.200000000001,4714.200000000001,523.7999999999993,0.0,True
955,25,Female,Sophomore,Psychology,2190.8,2738.5,3830,940,249,63,69,61,40,74,76,75,Mobile Payment App,5477,4929.3,4929.3,547.6999999999998,0.0,True
956,20,Female,Senior,Psychology,2222.4,2778.0,3874,408,150,162,168,129,98,255,138,174,Credit/Debit Card,5556,5000.4,5000.4,555.6000000000004,0.0,True
957,20,Non-binary,Junior,Computer Science,2894.8,3618.5,5302,602,270,65,299,143,58,218,138,142,Cash,7237,6513.3,6513.3,723.6999999999998,0.0,True
958,22,Male,Senior,Economics,2439.6,3049.5,4387,798,139,59,160,109,21,275,119,32,Mobile Payment App,6099,5489.1,5489.1,609.8999999999996,0.0,True
959,23,Female,Senior,Psychology,2449.6,3062.0,4286,889,209,136,149,105,80,151,46,73,Mobile Payment App,6124,5511.6,5511.6,612.3999999999996,0.0,True
960,25,Male,Senior,Computer Science,2333.6,2917.0,4397,629,163,75,183,39,33,54,136,125,Cash,5834,5250.6,5250.6,583.3999999999996,0.0,True
961,22,Male,Senior,Economics,2188.8,2736.0,3954,600,274,115,84,55,23,297,31,39,Credit/Debit Card,5472,4924.8,4924.8,547.1999999999998,0.0,True
962,24,Non-binary,Sophomore,Biology,2278.0,2847.5,3797,928,190,65,79,111,45,196,113,171,Mobile Payment App,5695,5125.5,5125.5,569.5,0.0,True
963,22,Non-binary,Senior,Computer Science,2277.6,2847.0,4110,508,104,159,242,30,78,105,163,195,Mobile Payment App,5694,5124.6,5124.6,569.3999999999996,0.0,True
964,25,Male,Freshman,Computer Science,3183.6000000000004,3979.5,5826,949,250,138,158,57,20,265,193,103,Mobile Payment App,7959,7163.1,7163.1,795.8999999999996,0.0,True
965,24,Non-binary,Sophomore,Economics,1876.4,2345.5,3039,506,361,84,158,132,49,104,159,99,Cash,4691,4221.9,4221.9,469.10000000000036,0.0,True
966,19,Male,Junior,Engineering,3007.6000000000004,3759.5,5435,827,369,147,121,87,49,289,121,74,Mobile Payment App,7519,6767.1,6767.1,751.8999999999996,0.0,True
967,18,Male,Junior,Computer Science,2104.4,2630.5,3493,726,223,105,96,73,37,275,158,75,Mobile Payment App,5261,4734.9,4734.9,526.1000000000004,0.0,True
968,21,Male,Sophomore,Engineering,2341.6,2927.0,4183,714,268,88,198,87,31,69,39,177,Cash,5854,5268.6,5268.6,585.3999999999996,0.0,True
969,24,Non-binary,Junior,Engineering,2737.6000000000004,3422.0,4748,867,264,166,125,99,69,287,84,135,Credit/Debit Card,6844,6159.6,6159.6,684.3999999999996,0.0,True
970,25,Female,Senior,Psychology,1913.6000000000001,2392.0,3274,443,308,120,61,70,96,86,199,127,Mobile Payment App,4784,4305.6,4305.6,478.39999999999964,0.0,True
971,19,Non-binary,Sophomore,Engineering,2223.2000000000003,2779.0,3939,490,357,87,131,97,67,168,87,135,Credit/Debit Card,5558,5002.200000000001,5002.200000000001,555.7999999999993,0.0,True
972,21,Female,Senior,Psychology,2448.8,3061.0,4060,799,244,62,193,107,62,285,180,130,Cash,6122,5509.8,5509.8,612.1999999999998,0.0,True
973,19,Male,Junior,Computer Science,2700.8,3376.0,5451,453,172,87,62,112,70,220,93,32,Cash,6752,6076.8,6076.8,675.1999999999998,0.0,True
974,18,Female,Senior,Computer Science,2402.0,3002.5,4152,700,335,152,296,98,86,77,82,27,Cash,6005,5404.5,5404.5,600.5,0.0,True
975,19,Non-binary,Freshman,Computer Science,2794.8,3493.5,5211,576,207,92,263,54,26,270,123,165,Credit/Debit Card,6987,6288.3,6288.3,698.6999999999998,0.0,True
